isbn;titulo;autor;editorial;categoria;año_publicacion;idioma;formato;paginas;precio_venta_pvp;precio_coste;margen_bruto_pct;disponible_online;disponible_tienda;activo;fecha_alta_catalogo;resena_texto
978-641-372-4300-3;Libro 0161 - Infantil/Juvenil;Jeff Kinney;Penguin Clásicos;Infantil/Juvenil;2021;Español;Bolsillo;316;9.19;5.07;44.82;Sí;Sí;Sí;2022-11-01;Kinney inventó un formato narrativo que ha convertido a lectores reticentes en lectores ávidos. Su humor universal y su mirada honesta a la infancia lo han convertido en un fenómeno cultural mundial.
978-574-909-6382-8;Libro 0162 - Cómics/Manga;Alan Moore;Espasa;Cómics/Manga;2018;Español;Tapa dura;244;13.11;8.67;33.83;Sí;Sí;Sí;2021-12-28;Moore es el maestro del cómic adulto y literario. En esta obra combina dibujo expresivo con una narrativa compleja que aborda temas de poder, identidad y moral. Una lectura que eleva el cómic a la gran literatura.
978-844-512-5926-0;Libro 0163 - Ficción;Stephen King;Alianza Editorial;Ficción;1994;Español;Bolsillo;562;10.52;6.85;34.93;Sí;Sí;Sí;2019-11-20;Con una habilidad única para crear atmósferas opresivas y personajes memorables, King ha construido uno de los universos literarios más ricos de la narrativa popular contemporánea.
978-730-969-6069-5;Libro 0164 - Arte y Fotografía;John Berger;Random House;Arte y Fotografía;2014;Español;Tapa blanda;216;38.15;28.07;26.42;Sí;Sí;Sí;2023-08-17;Berger escribe sobre arte como quien escribe sobre amor: con devoción y lucidez a partes iguales. Sus análisis conectan las obras con el mundo que las produce de una manera que ningún otro crítico ha igualado.
978-838-494-5566-9;Libro 0165 - Autoayuda;James Clear;Planeta;Autoayuda;1984;Euskera;Ebook;193;9.46;5.2;40.0;Sí;No;Sí;2021-04-25;Una obra que llena el hueco entre la intención y la acción. Clear ofrece estrategias concretas respaldadas por la ciencia para hacer que el cambio de hábitos sea sostenible y casi automático.
978-547-380-4765-5;Libro 0166 - Arte y Fotografía;E.H. Gombrich;Planeta;Arte y Fotografía;1999;Español;Tapa dura;308;42.99;28.59;33.49;Sí;No;Sí;2023-04-07;La historia del arte más vendida de todos los tiempos. Gombrich lleva al lector por cuatro mil años de creación artística con una claridad, pasión y erudición que no tienen precedente en la literatura divulgativa.
978-585-589-4870-2;Libro 0167 - Economía/Negocios;Adam Smith;Alianza Editorial;Economía/Negocios;1988;Alemán;Tapa dura;391;25.53;16.11;36.9;Sí;Sí;Sí;2021-11-06;Más matizado y complejo de lo que sus defensores suelen admitir, Smith construyó una teoría económica que es también una teoría moral. Leerlo en su contexto es redescubrirlo.
978-517-689-1853-0;Libro 0168 - No Ficción;Yuval Noah Harari;Ediciones B;No Ficción;2022;Español;Tapa blanda;333;25.01;16.75;33.03;Sí;Sí;Sí;2021-06-15;Harari conecta biología, historia y filosofía para explorar los grandes retos del siglo XXI. Un libro que genera preguntas incómodas sobre el futuro del trabajo, la identidad y la libertad en la era de la inteligencia artificial.
978-626-175-2794-6;Libro 0169 - Autoayuda;Brené Brown;Alianza Editorial;Autoayuda;2001;Euskera;Tapa blanda;258;14.05;8.63;38.6;Sí;Sí;Sí;2023-10-13;Combinando ciencia y narración personal, Brown demuestra que la valentía de mostrarnos tal como somos es el camino hacia relaciones más ricas y una vida con sentido. Esencial para cualquier proceso de crecimiento.
978-371-265-7693-6;Libro 0170 - No Ficción;Nassim Taleb;Alianza Editorial;No Ficción;1991;Español;Bolsillo;225;22.58;14.66;35.08;Sí;Sí;Sí;2021-11-27;Taleb presenta su teoría sobre los eventos impredecibles que tienen un impacto desmesurado en la historia. Con un estilo provocador y erudito, desafía los modelos de predicción y la ilusión de control.
978-899-119-8560-7;Libro 0171 - Cómics/Manga;Osamu Tezuka;Planeta;Cómics/Manga;2017;Español;Bolsillo;174;14.05;9.0;35.93;Sí;Sí;Sí;2022-04-10;El dios del manga japonés construyó mundos de una riqueza inaudita. Sus historias, aparentemente sencillas en su trazo, esconden una profundidad filosófica y emocional que las hace atemporales.
978-606-396-4354-2;Libro 0172 - Ciencia y Tecnología;Stephen Hawking;Alfaguara;Ciencia y Tecnología;2024;Español;Tapa dura;553;40.25;26.11;35.13;Sí;Sí;Sí;2019-11-06;El libro más accesible de Hawking sobre la naturaleza del tiempo y el universo. Con analogías brillantes, explica la relatividad y la mecánica cuántica sin formación científica previa. Una obra que acercó la física teórica a millones.
978-636-884-5820-5;Libro 0173 - Arte y Fotografía;John Berger;Alfaguara;Arte y Fotografía;2012;Español;Tapa blanda;277;68.4;52.27;23.58;Sí;Sí;Sí;2022-08-13;La influencia de Berger en cómo pensamos sobre las imágenes es comparable a la de Freud en cómo pensamos sobre los sueños. Un pensador que cambió el vocabulario de la crítica visual.
978-923-407-1305-4;Libro 0174 - Historia;Antony Beevor;Penguin Clásicos;Historia;2008;Español;Bolsillo;330;14.17;9.19;35.14;Sí;Sí;Sí;2019-10-27;Una narrativa histórica que te hace sentir presente en los acontecimientos. El autor tiene el talento de hacer vivir a los muertos y urgentes a los hechos del pasado.
978-875-138-1557-3;Libro 0175 - Economía/Negocios;Ha-Joon Chang;Espasa;Economía/Negocios;2004;Español;Tapa blanda;208;23.53;14.59;38.01;Sí;Sí;Sí;2019-06-01;Chang es el abogado del diablo del libre mercado. Sus revisiones históricas del capitalismo real demuestran que el mercado siempre ha necesitado del Estado para funcionar, con independencia de lo que diga la teoría.
978-256-804-8918-6;Libro 0176 - Cómics/Manga;Art Spiegelman;Anagrama;Cómics/Manga;2001;Español;Tapa blanda;228;15.16;8.89;41.37;Sí;Sí;Sí;2022-04-03;Maus es la obra que legitimó el cómic como forma literaria seria. Spiegelman demostró que el noveno arte puede hacer lo que la literatura convencional a veces no puede: mostrar lo indecible.
978-931-763-4567-1;Libro 0177 - Autoayuda;Mark Manson;Siruela;Autoayuda;2005;Español;Tapa dura;234;15.84;9.61;39.36;No;Sí;Sí;2022-04-20;Provocador y honesto, Manson invita al lector a abandonar la búsqueda constante de la felicidad superficial. Un manifiesto para vivir con autenticidad, aceptando el fracaso como parte inevitable del crecimiento personal.
978-504-946-9493-7;Libro 0178 - Ficción;Gabriel García Márquez;Siruela;Ficción;2024;Español;Bolsillo;216;13.76;9.85;28.43;Sí;Sí;Sí;2023-01-29;El universo de García Márquez es inconfundible: lleno de calor caribeño, amor imposible y tiempo circular. Sus novelas son un testimonio de la imaginación latinoamericana y de la magia que se esconde en lo real.
978-936-555-2840-1;Libro 0179 - Economía/Negocios;Tim Harford;Planeta;Economía/Negocios;1989;Español;Bolsillo;413;27.6;17.8;35.52;Sí;Sí;Sí;2022-03-10;Harford es el economista del caos creativo. Sus libros defienden que la adaptación y el ensayo y error son más poderosos que cualquier plan, con argumentos históricos y económicos convincentes.
978-116-683-9220-5;Libro 0180 - Arte y Fotografía;Simon Schama;Siruela;Arte y Fotografía;1995;Español;Tapa blanda;300;60.3;46.48;22.92;Sí;Sí;Sí;2020-12-07;Schama tiene la virtud de los grandes divulgadores: hace que cualquier obra de arte parezca un misterio que vale la pena resolver. Sus libros son al arte lo que Sherlock Holmes es al crimen.
978-316-635-9114-1;Libro 0181 - Economía/Negocios;Thomas Piketty;Ediciones B;Economía/Negocios;2020;Español;Tapa blanda;472;34.32;19.1;44.34;Sí;Sí;Sí;2022-09-03;Con un estilo directo y sin tecnicismos innecesarios, el autor desmonta mitos económicos y ofrece una visión más matizada de los mercados, las instituciones y las políticas públicas.
978-114-323-7722-0;Libro 0182 - Historia;Antony Beevor;Anagrama;Historia;2006;Español;Bolsillo;523;27.06;18.61;31.23;Sí;Sí;Sí;2021-07-21;Una reconstrucción histórica de gran rigor que no sacrifica la accesibilidad. El autor da vida a épocas pasadas con una prosa vívida y un análisis profundo de las fuerzas que las modelaron.
978-105-505-1784-7;Libro 0183 - Arte y Fotografía;Simon Schama;Planeta;Arte y Fotografía;1996;Inglés;Tapa dura;327;70.32;46.83;33.4;Sí;Sí;Sí;2020-11-02;Schama escribe historia del arte con la pasión de un novelista y la precisión de un académico. Sus análisis de obras concretas revelan capas de significado que escapan a miradas menos atentas.
978-303-682-5227-2;Libro 0184 - Cómics/Manga;Alan Moore;Ariel;Cómics/Manga;2005;Español;Tapa blanda;199;16.91;11.73;30.66;Sí;Sí;Sí;2023-02-01;Con su característica profundidad narrativa, Moore construye mundos oscuros y personajes llenos de contradicciones. Un cómic que trasciende el género y se instala en el territorio de la gran ficción contemporánea.
978-771-623-2945-1;Libro 0185 - Historia;Antony Beevor;Paidós;Historia;1985;Español;Tapa blanda;583;24.67;17.34;29.71;Sí;Sí;Sí;2019-09-13;El autor combina la precisión del académico con el pulso narrativo del novelista para ofrecer una visión fresca y documentada de un período crucial. Una obra que ilumina el presente a través del pasado.
978-668-159-5510-3;Libro 0186 - Historia;Mary Beard;Siruela;Historia;1984;Español;Tapa blanda;577;15.35;9.93;35.3;Sí;Sí;Sí;2019-01-17;Beard desmitifica el mundo clásico con un rigor académico y un sentido del humor que la distinguen del resto de los historiadores. Sus libros sobre Roma hacen de la antigüedad algo tangible y contemporáneo.
978-735-515-6670-4;Libro 0187 - Arte y Fotografía;Giorgio Vasari;Anagrama;Arte y Fotografía;2010;Español;Tapa dura;130;43.15;33.38;22.65;Sí;Sí;Sí;2021-10-20;Las vidas de los artistas que Vasari recoge en su obra fundacional siguen siendo la fuente más rica sobre el arte del Quattrocento y Cinquecento italiano. Lectura esencial para cualquier amante del arte.
978-543-781-3726-8;Libro 0188 - No Ficción;Walter Isaacson;Ariel;No Ficción;2024;Español;Tapa blanda;273;15.27;8.86;41.96;Sí;Sí;Sí;2022-12-29;Con un estilo ágil y una investigación exhaustiva, Isaacson retrata a las figuras que han dado forma al mundo moderno. Sus biografías son a la vez relatos personales y crónicas del cambio tecnológico y cultural.
978-147-626-9040-2;Libro 0189 - Autoayuda;Robin Sharma;Alfaguara;Autoayuda;2003;Español;Tapa dura;273;18.54;9.95;46.31;Sí;Sí;Sí;2019-04-24;Una guía que desafía la concepción habitual del éxito. Sharma propone que la verdadera maestría personal requiere silencio, disciplina y una visión clara del propósito propio.
978-822-970-9521-1;Libro 0190 - Cómics/Manga;Frank Miller;Destino;Cómics/Manga;1997;Inglés;Bolsillo;227;15.38;9.31;39.46;Sí;Sí;Sí;2023-11-12;Miller es uno de los grandes innovadores del cómic moderno. Sus páginas destilan una energía salvaje y una tensión narrativa que pocas obras del género han logrado igualar.
978-141-841-6955-2;Libro 0191 - Ciencia y Tecnología;Carl Sagan;Espasa;Ciencia y Tecnología;1994;Español;Tapa blanda;667;33.36;24.38;26.91;Sí;Sí;Sí;2023-11-09;Sagan combina astronomía, filosofía e historia de la ciencia en un relato apasionante sobre la búsqueda del conocimiento. Un clásico imprescindible que recuerda por qué la curiosidad es la virtud más noble.
978-355-195-1472-3;Libro 0192 - Autoayuda;Dale Carnegie;Espasa;Autoayuda;2005;Español;Tapa dura;204;20.56;11.14;45.82;Sí;Sí;Sí;2020-09-24;La influencia de Carnegie en la literatura de desarrollo personal es incalculable. Sus principios de comunicación y persuasión siguen siendo enseñados en escuelas de negocios de todo el mundo.
978-887-276-5198-4;Libro 0193 - Historia;Jared Diamond;Alianza Editorial;Historia;1993;Español;Tapa blanda;302;22.02;15.53;29.48;Sí;Sí;Sí;2021-11-29;El autor combina la precisión del académico con el pulso narrativo del novelista para ofrecer una visión fresca y documentada de un período crucial. Una obra que ilumina el presente a través del pasado.
978-404-698-7939-4;Libro 0194 - Arte y Fotografía;Giorgio Vasari;Salamandra;Arte y Fotografía;1994;Español;Bolsillo;244;44.19;29.2;33.92;Sí;No;Sí;2022-02-27;Vasari inventó la biografía artística moderna. Sus retratos de Leonardo, Miguel Ángel y Rafael, aunque no siempre exactos, establecieron el canon de la grandeza artística occidental.
978-676-300-4159-7;Libro 0195 - Economía/Negocios;Adam Smith;Penguin Clásicos;Economía/Negocios;2010;Español;Tapa blanda;292;20.79;13.77;33.76;Sí;Sí;Sí;2021-01-24;La Riqueza de las Naciones es mucho más que un manual de economía: es una investigación filosófica sobre la naturaleza humana, la cooperación y las condiciones del bienestar colectivo.
978-573-271-1330-8;Libro 0196 - No Ficción;Yuval Noah Harari;Random House;No Ficción;1988;Inglés;Bolsillo;252;25.69;14.5;43.56;No;Sí;Sí;2021-11-22;Una obra que sitúa al lector en el cruce entre la historia pasada y el futuro incierto. Harari analiza con brillantez cómo las grandes narrativas moldean nuestra realidad colectiva.
978-708-566-2923-6;Libro 0197 - Economía/Negocios;Adam Smith;Espasa;Economía/Negocios;2020;Español;Tapa dura;310;25.02;15.87;36.58;Sí;Sí;Sí;2021-04-09;La obra fundacional de la economía moderna. Smith analiza los mecanismos del mercado libre, la división del trabajo y la acumulación de riqueza con una visión que, siglos después, sigue siendo fuente de debate.
978-301-106-5151-5;Libro 0198 - Infantil/Juvenil;Roald Dahl;Alfaguara;Infantil/Juvenil;1996;Catalán;Tapa blanda;254;12.57;6.72;46.54;Sí;Sí;Sí;2022-02-26;Con un talento único para mezclar lo disparatado y lo tierno, Dahl construyó personajes que han sobrevivido décadas en la imaginación de los lectores. Clásico imprescindible de la literatura juvenil.
978-624-888-4214-3;Libro 0199 - Cómics/Manga;Naoki Urasawa;Ediciones B;Cómics/Manga;2021;Catalán;Tapa blanda;320;17.48;11.23;35.75;Sí;Sí;Sí;2019-12-14;Con un dominio del cliffhanger y la construcción de personajes que pocos autores igualan, Urasawa crea universos complejos donde la tensión no descansa. Una lectura absorbente que redefine los estándares del manga.
978-98-275-9461-8;Libro 0200 - Historia;Mary Beard;Destino;Historia;2022;Inglés;Bolsillo;326;17.21;10.41;39.52;Sí;Sí;Sí;2019-06-04;Con una erudición que nunca se vuelve pedante, Beard cuestiona los relatos establecidos sobre Grecia y Roma. Sus obras son modelos de cómo hacer historia rigurosa y accesible al mismo tiempo.
978-297-849-4677-8;Libro 0201 - Cómics/Manga;Frank Miller;Tusquets;Cómics/Manga;1985;Español;Tapa blanda;291;9.56;6.25;34.66;Sí;Sí;Sí;2020-06-05;El noir y el cómic de superhéroes se fundieron en las manos de Miller para crear algo completamente nuevo. Su influencia en el cine y en la cultura pop es innegable.
978-933-312-1983-4;Libro 0202 - Infantil/Juvenil;Cornelia Funke;Paidós;Infantil/Juvenil;2000;Español;Tapa blanda;177;15.61;8.85;43.33;Sí;Sí;Sí;2020-05-16;Con una imaginación extraordinaria y un estilo fluido y vívido, Funke crea aventuras llenas de matices. Sus personajes enfrentan dilemas morales reales en contextos fantásticos que los hacen inolvidables.
978-464-203-3677-7;Libro 0203 - Economía/Negocios;Daron Acemoglu;Random House;Economía/Negocios;1994;Español;Tapa dura;345;32.02;20.67;35.44;Sí;Sí;Sí;2021-12-29;Una obra de referencia en economía política que conecta historia, instituciones y desarrollo. Acemoglu argumenta con evidencia global que la inclusión económica es la clave del crecimiento sostenible.
978-107-959-4614-9;Libro 0204 - Infantil/Juvenil;Laura Gallego;Penguin Clásicos;Infantil/Juvenil;1983;Español;Tapa dura;144;13.49;7.66;43.23;Sí;No;Sí;2022-06-05;Con una narrativa ágil y personajes complejos, Gallego lleva a sus lectores a mundos de fantasía elaborados con esmero. Una autora que ha formado a toda una generación de lectores en castellano.
978-633-983-7586-7;Libro 0205 - Economía/Negocios;Thomas Piketty;Alfaguara;Economía/Negocios;1981;Inglés;Tapa blanda;379;30.65;18.15;40.78;Sí;Sí;Sí;2022-10-17;El autor examina con lucidez las tensiones entre crecimiento, desigualdad y sostenibilidad en la economía global. Una obra que incomoda y estimula el pensamiento crítico.
978-581-362-6718-4;Libro 0206 - Ciencia y Tecnología;Brian Greene;Crítica;Ciencia y Tecnología;2020;Español;Tapa dura;376;50.97;34.17;32.96;Sí;Sí;Sí;2019-02-23;Una obra que combina ambición intelectual y accesibilidad narrativa. Greene tiene el don de hacer que la física teórica más avanzada resulte no solo comprensible, sino emocionante.
978-724-841-4588-4;Libro 0207 - No Ficción;Daniel Kahneman;Tusquets;No Ficción;1981;Inglés;Tapa blanda;344;24.51;15.64;36.17;Sí;Sí;Sí;2020-08-10;Una obra revolucionaria que combina décadas de investigación en psicología y economía conductual. Kahneman demuestra que somos mucho menos racionales de lo que creemos y mucho más predecibles de lo que nos gustaría.
978-158-467-8349-8;Libro 0208 - Autoayuda;Dale Carnegie;Planeta;Autoayuda;1985;Español;Tapa blanda;277;20.99;12.52;40.36;Sí;Sí;No;2020-03-31;Un clásico atemporal sobre las relaciones humanas. Carnegie ofrece principios sencillos pero poderosos para ganarse la confianza de los demás, influir positivamente y comunicarse con eficacia en cualquier contexto.
978-144-616-2214-3;Libro 0209 - Ciencia y Tecnología;Neil deGrasse Tyson;Ariel;Ciencia y Tecnología;1986;Catalán;Tapa blanda;361;23.76;17.57;26.05;Sí;Sí;No;2020-03-07;Un guía apasionado por el cosmos que hace de la astrofísica una experiencia emocional. Tyson tiene el talento de conectar los grandes datos del universo con preguntas profundamente humanas.
978-877-585-1611-0;Libro 0210 - Historia;Ian Kershaw;Ediciones B;Historia;2001;Español;Tapa blanda;375;19.62;11.65;40.64;Sí;Sí;Sí;2022-01-11;Kershaw es el biógrafo de referencia del nazismo. Sus análisis del ascenso y caída del Tercer Reich combinan una erudición impresionante con una narrativa que mantiene la tensión de una novela.
978-129-503-5983-2;Libro 0211 - Ciencia y Tecnología;Stephen Hawking;Salamandra;Ciencia y Tecnología;2010;Español;Bolsillo;398;50.54;34.81;31.13;Sí;No;Sí;2020-09-24;Hawking resume décadas de investigación cosmológica en un texto sorprendentemente ameno. Desde los agujeros negros hasta el origen del universo, transforma conceptos abstractos en imágenes comprensibles e impactantes.
978-636-108-9731-9;Libro 0212 - Historia;Mary Beard;Siruela;Historia;1986;Español;Ebook;542;12.74;7.16;38.67;Sí;No;No;2019-06-15;Beard escribe con la irreverencia de quien conoce sus fuentes mejor que nadie. Sus revisiones de los mitos sobre el mundo clásico son a la vez académicamente solventes y sorprendentemente divertidas.
978-402-589-4482-6;Libro 0213 - Cómics/Manga;Alan Moore;Alfaguara;Cómics/Manga;2022;Español;Tapa dura;227;14.98;9.04;39.62;Sí;Sí;Sí;2019-09-08;Moore lleva el cómic a territorios narrativos que pocas novelas gráficas han explorado. Una obra densa, bella y perturbadora que combina mitología, política y psicología de manera magistral.
978-769-500-9718-7;Libro 0214 - Ficción;Arturo Pérez-Reverte;Anagrama;Ficción;1988;Español;Tapa blanda;496;17.6;10.8;38.65;Sí;No;Sí;2023-08-05;Pérez-Reverte lleva al lector por escenarios históricos con la precisión del reportero y la imaginación del novelista. Sus historias enganchan desde la primera página y dejan poso.
978-915-394-8526-2;Libro 0215 - Infantil/Juvenil;Laura Gallego;Random House;Infantil/Juvenil;2003;Español;Tapa dura;233;10.91;6.15;43.6;Sí;Sí;Sí;2020-10-27;Gallego escribe fantasía que crece con sus lectores. Sus historias, llenas de magia, aventura y emoción genuina, tienen una sustancia narrativa que pocas obras del género juvenil pueden igualar.
978-311-382-8178-2;Libro 0216 - Ficción;Javier Marías;Planeta;Ficción;1995;Español;Tapa blanda;389;21.21;14.11;33.48;Sí;Sí;Sí;2021-02-11;Una novela de gran hondura emocional que explora la complejidad de las relaciones humanas. El autor construye personajes memorables en un mundo reconocible, con una prosa que equilibra la intensidad dramática con momentos de genuina belleza.
978-781-460-3457-3;Libro 0217 - No Ficción;Nassim Taleb;Alfaguara;No Ficción;1990;Español;Tapa blanda;184;15.99;9.04;43.44;Sí;Sí;Sí;2019-07-29;Una obra que cambia para siempre la manera de pensar sobre el riesgo y la incertidumbre. Taleb argumenta que lo más importante no es predecir el futuro, sino estar preparado para lo que no podemos predecir.
978-307-344-5651-5;Libro 0218 - Cómics/Manga;Frank Miller;Ediciones B;Cómics/Manga;2003;Español;Tapa dura;268;13.01;7.76;40.34;Sí;Sí;Sí;2020-09-02;Miller dibuja con tinta negra y convicciones firmes. Sus personajes son héroes rotos en un mundo que no merece la pena salvar, y aun así lo intentan. Una propuesta estética y moral única.
978-900-579-3997-9;Libro 0219 - Autoayuda;Robin Sharma;Espasa;Autoayuda;2005;Inglés;Bolsillo;325;16.98;10.04;40.9;No;Sí;Sí;2023-11-15;Sharma explora los hábitos de las personas más exitosas del mundo y los traduce en principios aplicables a cualquier vida. Una guía práctica que combina sabiduría milenaria con estrategias modernas de productividad.
978-376-217-9054-9;Libro 0220 - Infantil/Juvenil;Cornelia Funke;Ediciones B;Infantil/Juvenil;1987;Español;Tapa blanda;175;12.17;8.2;32.66;Sí;Sí;Sí;2019-08-13;Funke tiene el don de crear mundos que los lectores jóvenes quieren habitar. Sus novelas funcionan como portales a aventuras donde el coraje y la amistad son las únicas armas que importan.
978-706-591-9113-8;Libro 0221 - Idiomas;Alan Grieve;Ediciones B;Idiomas;2007;Euskera;Tapa blanda;457;38.6;26.42;31.55;Sí;Sí;Sí;2021-12-05;Con un enfoque comunicativo y materiales actualizados, Grieve ofrece herramientas efectivas para el aprendizaje progresivo del inglés, prestando especial atención al vocabulario en contexto.
978-383-525-8469-7;Libro 0222 - Autoayuda;Dale Carnegie;Destino;Autoayuda;1987;Español;Tapa blanda;238;21.22;13.23;37.64;Sí;Sí;Sí;2022-05-22;Este manual de habilidades sociales ha transformado la vida de millones de lectores desde su publicación. Carnegie enseña con anécdotas memorables cómo tratar a las personas con respeto y construir relaciones duraderas.
978-777-463-1339-3;Libro 0223 - Arte y Fotografía;Simon Schama;Siruela;Arte y Fotografía;1995;Euskera;Tapa blanda;311;73.03;55.47;24.04;Sí;Sí;Sí;2023-11-20;Una exploración profunda del arte como expresión de la condición humana. Schama conecta obras de distintas épocas con los contextos que las hicieron posibles, creando una narrativa cultural apasionante.
978-161-532-2583-8;Libro 0224 - Historia;Mary Beard;Espasa;Historia;2015;Español;Tapa blanda;438;19.74;11.46;41.94;Sí;Sí;No;2021-07-08;Beard desmitifica el mundo clásico con un rigor académico y un sentido del humor que la distinguen del resto de los historiadores. Sus libros sobre Roma hacen de la antigüedad algo tangible y contemporáneo.
978-585-447-8934-5;Libro 0225 - Economía/Negocios;Ha-Joon Chang;Ediciones B;Economía/Negocios;2008;Español;Tapa blanda;476;27.26;17.84;34.54;Sí;Sí;Sí;2021-08-05;Chang desmonta los mitos del libre mercado con datos históricos y una claridad envidiable. Argumenta que las economías exitosas siempre han combinado mercado y Estado, desafiando el dogma neoliberal dominante.
978-498-385-3648-0;Libro 0226 - Autoayuda;Dale Carnegie;Siruela;Autoayuda;2017;Inglés;Tapa blanda;307;15.08;9.25;38.64;Sí;Sí;Sí;2021-07-13;Carnegie explora el arte de la persuasión y la comunicación con ejemplos históricos y cotidianos. Un libro que sigue siendo tan relevante hoy como cuando se escribió, aplicable tanto en el trabajo como en la vida personal.
978-491-174-3026-6;Libro 0227 - No Ficción;Malcolm Gladwell;Siruela;No Ficción;1989;Español;Tapa blanda;207;20.13;13.4;33.44;Sí;Sí;Sí;2020-02-08;Gladwell construye argumentos sorprendentes a partir de casos reales y estudios científicos. Una lectura adictiva que combina divulgación social con storytelling de primer nivel.
978-348-582-8154-7;Libro 0228 - Autoayuda;Mark Manson;Alianza Editorial;Autoayuda;1998;Español;Tapa blanda;161;21.25;13.73;35.4;Sí;Sí;Sí;2023-03-04;Manson transforma ideas filosóficas complejas en argumentos accesibles y contundentes. Su aproximación directa a los problemas cotidianos resulta liberadora para quienes buscan claridad sin edulcorante.
978-701-999-5961-4;Libro 0229 - Economía/Negocios;Ha-Joon Chang;Tusquets;Economía/Negocios;1991;Español;Tapa blanda;381;37.2;21.36;42.57;Sí;Sí;Sí;2019-12-11;Con un tono accesible y datos contundentes, Chang explica por qué las políticas económicas que funcionaron en los países ricos se niegan a los países en desarrollo. Imprescindible para entender la economía global.
978-309-454-9156-3;Libro 0230 - No Ficción;Steven Pinker;Tusquets;No Ficción;1998;Español;Tapa blanda;188;25.57;15.63;38.86;Sí;Sí;No;2020-12-23;Con su dominio de la psicología cognitiva y la estadística, Pinker desmonta mitos pesimistas sobre el presente. Una obra que invita a ver el progreso sin ingenuidad pero con confianza en la razón humana.
978-741-275-6421-3;Libro 0231 - Idiomas;Michael Swan;Salamandra;Idiomas;1995;Español;Tapa blanda;301;24.08;17.31;28.13;Sí;Sí;Sí;2022-09-12;Con una organización impecable y ejemplos tomados del inglés cotidiano, Swan construyó una obra de referencia que ha ayudado a millones de estudiantes a dominar los matices del idioma.
978-642-542-2629-4;Libro 0232 - Cómics/Manga;Alan Moore;Destino;Cómics/Manga;2009;Español;Tapa blanda;181;15.11;10.21;32.43;Sí;Sí;Sí;2022-12-25;Una obra que redefine los límites del noveno arte. Moore demuestra que el cómic puede ser tan ambicioso y complejo como cualquier otra forma literaria.
978-824-788-2728-5;Libro 0233 - Arte y Fotografía;John Berger;Anagrama;Arte y Fotografía;2004;Inglés;Tapa dura;333;58.3;44.22;24.15;Sí;Sí;Sí;2021-01-28;Berger revolucionó la crítica de arte con su capacidad para conectar las obras del pasado con las relaciones de poder del presente. Un texto que cambia para siempre la manera de mirar una imagen.
978-135-381-4723-9;Libro 0234 - Autoayuda;James Clear;Alianza Editorial;Autoayuda;2008;Inglés;Tapa blanda;185;20.99;10.96;47.8;Sí;No;Sí;2020-05-05;Clear presenta un sistema revolucionario para crear buenos hábitos y eliminar los malos. Basado en la psicología del comportamiento, demuestra cómo pequeñas mejoras diarias generan transformaciones extraordinarias a largo plazo.
978-364-903-8072-0;Libro 0235 - Historia;Tom Holland;Random House;Historia;2015;Inglés;Tapa dura;536;28.53;20.26;29.0;Sí;Sí;Sí;2023-11-12;Holland es uno de los mejores historiadores divulgativos de su generación. Sus libros sobre la antigüedad clásica combinan rigor académico con una narrativa ágil que hace de la historia antigua un drama vivo.
978-424-945-9147-0;Libro 0236 - Economía/Negocios;Ha-Joon Chang;Tusquets;Economía/Negocios;1992;Español;Tapa blanda;267;18.13;10.09;44.35;Sí;Sí;Sí;2019-12-23;Chang combina rigor académico con ironía inteligente para revisar la historia económica mundial. Una obra que te hace cuestionar muchas certezas sobre el capitalismo y el desarrollo.
978-273-650-6579-5;Libro 0237 - No Ficción;Steven Pinker;Ariel;No Ficción;1996;Español;Tapa blanda;240;22.57;12.46;44.79;Sí;Sí;Sí;2023-05-30;Pinker combina ciencia cognitiva, historia y filosofía para defender el valor de la razón y la ciencia. Un libro que molesta a las ideologías de todos los signos, lo cual es ya un mérito.
978-148-469-6123-5;Libro 0238 - Autoayuda;Dale Carnegie;Tusquets;Autoayuda;2002;Español;Tapa blanda;350;14.01;8.89;36.54;Sí;Sí;Sí;2020-02-07;Con casos prácticos y un estilo ameno, Carnegie enseña a escuchar activamente, reconocer los logros ajenos y evitar la crítica destructiva. Una guía indispensable para el desarrollo de la inteligencia interpersonal.
978-323-671-6518-3;Libro 0239 - Infantil/Juvenil;Laura Gallego;Ediciones B;Infantil/Juvenil;2012;Español;Tapa blanda;129;10.63;7.2;32.25;Sí;Sí;Sí;2023-10-31;Gallego es la autora de fantasía juvenil más querida en lengua española. Sus mundos están construidos con una coherencia interna impresionante y sus personajes tienen una profundidad emocional poco común en el género.
978-247-475-6315-8;Libro 0240 - Idiomas;Alan Grieve;Espasa;Idiomas;1993;Español;Tapa dura;495;33.27;22.8;31.46;Sí;No;Sí;2022-02-07;Grieve es un pedagogo que entiende cómo aprenden los adultos. Sus libros equilibran estructura gramatical con práctica comunicativa para crear un aprendizaje sólido y funcional.
978-147-812-1155-4;Libro 0241 - Arte y Fotografía;John Berger;Espasa;Arte y Fotografía;2014;Español;Bolsillo;329;46.48;33.47;28.0;Sí;Sí;Sí;2020-02-07;Con una prosa elegante y una mirada política aguda, Berger analiza cómo la historia del arte ha construido y reproducido ideologías. Imprescindible para cualquier persona interesada en el arte o la cultura visual.
