venta_id;fecha;canal;tienda_id;empleado_id;cod_municipio_venta_ine;cliente_id;total_lineas;total_unidades;importe_bruto_total;importe_neto_total
V03530;2023-12-17;Tienda física;T010;E0051;8019;C0741;2;3;103,56;102,98
V03531;2023-12-27;Online;ONLINE;ONLINE;8015;C0725;2;5;140,23;134,11
V03532;2023-10-13;Online;ONLINE;ONLINE;41091;C0578;1;2;22,32;20,09
V03533;2023-03-05;Tienda física;T011;E0058;48044;C0763;1;2;44,1;41,89
V03534;2022-10-13;Tienda física;T004;E0021;28074;C0461;1;2;25,06;23,81
V03535;2022-03-10;Tienda física;T008;E0041;29067;C0626;1;1;26,22;26,22
V03536;2022-09-27;Tienda física;T008;E0043;41059;C0032;1;4;148,16;125,94
V03537;2023-05-02;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;2;27,36;25,99
V03538;2022-05-21;Tienda física;T007;E0036;8015;C0281;3;5;85,87;82,84
V03539;2022-06-15;Online;ONLINE;ONLINE;;SIN_REGISTRO;3;4;111,26;107,12
V03540;2023-11-12;Online;ONLINE;ONLINE;28115;C0138;5;7;171,64;165,87
V03541;2023-11-07;Tienda física;T012;E0061;50297;C0334;4;6;113,05;106,74
V03542;2023-07-25;Tienda física;T005;E0026;46250;C0331;1;2;26,96;26,96
V03543;2022-03-10;Online;ONLINE;ONLINE;29069;C0459;1;3;48,66;41,36
V03544;2023-08-20;Tienda física;T008;E0043;41038;C0638;3;5;119,21;118,03
V03545;2023-07-28;Online;ONLINE;ONLINE;41059;C0218;2;2;44,64;44,64
V03546;2022-07-27;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;77,55;77,55
V03547;2022-05-17;Online;ONLINE;ONLINE;28065;C0592;3;3;40,24;37,79
V03548;2022-01-12;Online;ONLINE;ONLINE;41091;C0682;6;10;339,59;331,31
V03549;2023-06-07;Online;ONLINE;ONLINE;28074;C0514;3;6;223,01;219,53
V03550;2023-06-22;Tienda física;T003;E0014;46250;C0383;2;2;26,3;23,04
V03551;2023-08-23;Online;ONLINE;ONLINE;46192;C0321;1;1;17,31;15,58
V03552;2022-11-07;Tienda física;T007;E0036;28074;C0608;1;1;26,12;26,12
V03553;2022-09-07;Tienda física;T009;E0049;28074;C0634;1;1;11,1;10,54
V03554;2022-07-13;Online;ONLINE;ONLINE;50297;C0295;1;1;10,95;9,31
V03555;2023-05-05;Tienda física;T001;E0003;50297;C0689;2;3;47,1;46,41
V03556;2022-04-12;Online;ONLINE;ONLINE;46250;C0115;4;5;109,59;104,56
V03557;2023-07-21;Tienda física;T011;E0057;29069;C0265;2;2;61,39;58,45
V03558;2022-05-30;Online;ONLINE;ONLINE;50297;C0143;1;1;15,05;12,79
V03559;2023-06-07;Tienda física;T010;E0055;46192;C0252;2;3;38,37;38,37
V03560;2023-05-05;Tienda física;T001;E0004;41091;C0259;1;1;11,09;9,98
V03561;2023-08-03;Tienda física;T005;E0027;8019;C0010;1;1;11,41;11,41
V03562;2023-10-04;Online;ONLINE;ONLINE;8015;C0381;2;3;58,4;57,86
V03563;2022-08-19;Online;ONLINE;ONLINE;29069;C0622;2;2;29,53;27,88
V03564;2022-03-03;Online;ONLINE;ONLINE;48044;C0303;2;2;31,38;29,1
V03565;2022-11-25;Tienda física;T005;E0029;41091;C0193;2;2;37,12;36,58
V03566;2022-07-17;Online;ONLINE;ONLINE;28079;C0056;3;4;105,56;95,32
V03567;2023-02-05;Tienda física;T007;E0038;28079;C0698;8;12;368,82;363,57
V03568;2022-05-11;Online;ONLINE;ONLINE;41038;C0523;3;3;115,11;105,49
V03569;2023-10-24;Tienda física;T006;E0031;28115;C0500;2;4;79,58;70,11
V03570;2022-09-05;Tienda física;T007;E0036;46250;SIN_REGISTRO;1;3;62,82;56,54
V03571;2023-05-25;Tienda física;T009;E0047;28115;C0241;1;2;78,94;78,94
V03572;2023-09-07;Tienda física;T010;E0050;41091;C0193;1;1;14,52;14,52
V03573;2022-03-09;Online;ONLINE;ONLINE;46250;C0060;4;7;172,2;168,63
V03574;2023-12-23;Tienda física;T001;E0006;28079;SIN_REGISTRO;1;1;25,69;25,69
V03575;2023-01-14;Tienda física;T011;E0058;28065;C0084;1;1;38,18;38,18
V03576;2022-10-15;Online;ONLINE;ONLINE;47186;C0206;4;8;123,25;121,29
V03577;2022-11-07;Tienda física;T009;E0049;41038;C0761;1;1;13,43;12,09
V03578;2022-11-12;Online;ONLINE;ONLINE;47186;C0645;2;3;150,79;149,42
V03579;2023-01-31;Online;ONLINE;ONLINE;41059;C0429;1;1;18,5;15,72
V03580;2023-04-26;Online;ONLINE;ONLINE;48020;C0600;7;10;247,34;244,74
V03581;2023-12-10;Tienda física;T004;E0023;50297;C0141;1;2;32,38;30,76
V03582;2023-06-30;Tienda física;T001;E0006;48044;C0226;1;1;25,81;23,23
V03583;2022-09-15;Online;ONLINE;ONLINE;8015;C0717;1;1;12,44;10,57
V03584;2022-10-05;Tienda física;T001;E0003;41059;C0091;2;3;71,46;71,46
V03585;2022-11-17;Tienda física;T004;E0018;29069;C0266;2;4;76,94;76,94
V03586;2023-08-03;Tienda física;T007;E0039;46250;SIN_REGISTRO;5;8;220,34;220,34
V03587;2022-11-10;Online;ONLINE;ONLINE;48044;C0205;1;2;30,42;30,42
V03588;2023-06-15;Tienda física;T011;E0057;41059;C0091;1;1;26,37;22,41
V03589;2022-10-13;Online;ONLINE;ONLINE;48020;C0616;2;3;40,63;40,63
V03590;2023-11-17;Tienda física;T007;E0037;28115;C0307;1;3;50,34;42,79
V03591;2023-09-20;Online;ONLINE;ONLINE;28006;C0197;1;2;40,4;40,4
V03592;2022-07-14;Tienda física;T005;E0025;48044;C0529;2;2;36,99;34,42
V03593;2023-12-31;Tienda física;T009;E0047;28079;C0649;2;2;48,37;46,49
V03594;2022-07-29;Tienda física;T005;E0028;8019;SIN_REGISTRO;2;5;90,3;83,82
V03595;2022-05-01;Tienda física;T005;E0026;46250;C0548;3;6;142,43;131,88
V03596;2023-10-16;Tienda física;T006;E0030;29069;C0393;4;5;111,2;106,1
V03597;2023-09-05;Tienda física;T002;E0010;50297;C0689;1;1;19,35;16,45
V03598;2022-07-07;Tienda física;T006;E0031;47186;C0394;3;6;135,9;121,23
V03599;2023-01-19;Tienda física;T007;E0039;47186;C0653;1;1;15,76;15,76
V03600;2023-05-11;Online;ONLINE;ONLINE;41038;C0448;3;5;77,31;72,14
V03601;2023-08-05;Tienda física;T003;E0017;48044;C0798;2;3;44,88;41,9
V03602;2022-05-30;Tienda física;T001;E0002;48044;C0297;1;1;18,06;18,06
V03603;2022-09-16;Online;ONLINE;ONLINE;41038;C0188;4;4;68,72;68,72
V03604;2023-07-18;Tienda física;T009;E0046;46250;C0445;3;4;143,9;135,34
V03605;2022-03-10;Tienda física;T011;E0057;41091;C0692;2;2;41,65;41,65
V03606;2023-05-22;Tienda física;T005;E0029;47186;C0023;1;2;28,3;26,88
V03607;2023-06-08;Online;ONLINE;ONLINE;28115;C0783;1;2;51,52;46,37
V03608;2022-07-23;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;3;73,95;73,95
V03609;2023-03-14;Tienda física;T003;E0017;29067;C0097;1;2;34,44;29,27
V03610;2023-09-02;Online;ONLINE;ONLINE;29067;C0037;4;7;148,14;146,11
V03611;2023-03-24;Online;ONLINE;ONLINE;28079;C0481;1;1;9,11;8,65
V03612;2022-05-03;Tienda física;T007;E0035;28065;C0137;4;6;90,27;89,03
V03613;2022-05-06;Tienda física;T007;E0038;29067;C0028;2;2;35,39;35,39
V03614;2022-02-12;Tienda física;T001;E0002;8019;C0727;5;10;274,96;272,78
V03615;2022-04-21;Tienda física;T012;E0065;8019;C0556;1;2;40,86;36,77
V03616;2022-05-11;Online;ONLINE;ONLINE;41091;C0464;4;6;141,7;140,99
V03617;2022-07-29;Tienda física;T003;E0016;29067;C0678;1;1;15,23;15,23
V03618;2022-01-11;Online;ONLINE;ONLINE;29067;C0093;3;7;254,92;254,92
V03619;2023-10-02;Online;ONLINE;ONLINE;41091;C0651;3;5;92,16;84,65
V03620;2022-10-19;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;32,08;31,24
V03621;2022-08-25;Tienda física;T012;E0063;28006;SIN_REGISTRO;1;2;55,34;55,34
V03622;2023-07-20;Tienda física;T009;E0049;28006;C0455;2;2;33,4;33,4
V03623;2022-06-05;Online;ONLINE;ONLINE;29069;C0617;1;2;61,38;61,38
V03624;2022-08-14;Online;ONLINE;ONLINE;41091;C0193;1;2;49,88;49,88
V03625;2022-07-28;Online;ONLINE;ONLINE;28074;C0146;2;3;51,13;47,09
V03626;2022-06-14;Online;ONLINE;ONLINE;41038;C0359;1;1;11,17;11,17
V03627;2023-05-13;Tienda física;T004;E0018;28115;C0788;3;3;69,05;65,56
V03628;2022-09-10;Tienda física;T001;E0001;28006;C0444;1;1;13,97;13,27
V03629;2022-09-05;Tienda física;T003;E0015;28074;C0789;3;5;120,39;112,71
V03630;2022-06-27;Tienda física;T012;E0063;8019;C0164;4;5;115,15;115,15
V03631;2022-04-20;Online;ONLINE;ONLINE;28079;C0760;2;2;34,43;34,43
V03632;2023-11-19;Online;ONLINE;ONLINE;41059;C0091;1;1;24,06;24,06
V03633;2023-08-17;Online;ONLINE;ONLINE;28074;C0052;1;4;65,44;58,9
V03634;2023-04-02;Online;ONLINE;ONLINE;28115;C0788;2;5;147,16;147,16
V03635;2022-04-13;Tienda física;T002;E0009;48044;C0765;1;2;39,12;39,12
V03636;2023-12-31;Tienda física;T011;E0056;47186;C0669;2;3;73,85;71,2
V03637;2022-06-03;Tienda física;T011;E0059;47186;C0292;3;4;141,24;134,89
V03638;2023-09-22;Tienda física;T010;E0053;47186;C0601;2;4;81,42;77,35
V03639;2023-07-09;Online;ONLINE;ONLINE;8019;C0246;4;5;69,22;66,96
V03640;2023-11-21;Tienda física;T004;E0020;47186;C0642;1;2;31,12;29,56
V03641;2023-06-21;Online;ONLINE;ONLINE;46250;C0115;6;10;287,38;271,42
V03642;2022-01-22;Online;ONLINE;ONLINE;29069;C0374;1;1;13,74;13,05
V03643;2023-03-29;Tienda física;T001;E0002;46192;C0522;2;2;61,42;59,12
V03644;2023-01-17;Tienda física;T008;E0045;48020;SIN_REGISTRO;2;4;48;44,68
V03645;2023-09-08;Tienda física;T001;E0006;28006;C0455;1;2;21,62;18,38
V03646;2022-06-22;Tienda física;T008;E0043;41059;C0621;1;2;39,96;37,96
V03647;2022-08-12;Tienda física;T005;E0026;48044;C0360;1;1;12,91;12,91
V03648;2023-02-19;Tienda física;T011;E0059;46192;C0254;2;4;136,94;128,57
V03649;2022-10-25;Online;ONLINE;ONLINE;41059;C0346;1;1;33,46;33,46
V03650;2023-09-07;Tienda física;T007;E0038;28006;C0144;3;9;212,74;201,95
V03651;2023-12-04;Online;ONLINE;ONLINE;28079;C0544;2;3;40,54;37,59
V03652;2023-10-23;Tienda física;T011;E0059;50297;SIN_REGISTRO;1;3;37,11;31,54
V03653;2023-04-09;Tienda física;T003;E0014;41038;C0660;1;1;13,26;11,27
V03654;2023-02-03;Tienda física;T009;E0048;28079;C0750;2;3;144,42;129,97
V03655;2023-01-04;Tienda física;T005;E0029;46250;C0609;3;3;73,4;68,49
V03656;2023-05-18;Online;ONLINE;ONLINE;41091;C0627;1;1;27,68;26,3
V03657;2023-03-11;Online;ONLINE;ONLINE;8015;C0418;2;3;54,94;54,94
V03658;2022-09-19;Online;ONLINE;ONLINE;28006;C0256;1;1;19,82;19,82
V03659;2022-10-03;Online;ONLINE;ONLINE;28065;C0592;3;5;81,37;76,94
V03660;2023-05-06;Tienda física;T005;E0025;28006;C0519;1;1;28,82;28,82
V03661;2022-08-13;Online;ONLINE;ONLINE;28115;C0614;2;3;66,42;63,15
V03662;2022-02-07;Tienda física;T003;E0015;28079;SIN_REGISTRO;1;3;49,08;46,63
V03663;2022-02-19;Online;ONLINE;ONLINE;41091;C0467;1;3;42,57;42,57
V03664;2023-12-26;Online;ONLINE;ONLINE;28074;C0723;5;6;141,8;138,03
V03665;2023-09-23;Tienda física;T006;E0030;46192;C0384;1;2;37,38;31,77
V03666;2022-09-14;Tienda física;T003;E0014;41091;C0243;2;5;94,46;90,63
V03667;2023-04-09;Tienda física;T005;E0029;29069;C0622;1;1;31,69;31,69
V03668;2022-05-26;Online;ONLINE;ONLINE;8019;C0070;2;3;51,05;47,84
V03669;2022-07-10;Online;ONLINE;ONLINE;48020;C0131;4;4;86,86;86,86
V03670;2022-11-16;Tienda física;T007;E0036;28079;C0005;4;5;126,7;122,04
V03671;2022-08-26;Tienda física;T008;E0042;48020;C0738;1;2;26,6;26,6
V03672;2023-08-10;Online;ONLINE;ONLINE;28065;C0755;3;3;118,48;110,99
V03673;2022-10-23;Tienda física;T010;E0055;48044;C0792;4;5;79,35;75,29
V03674;2023-03-10;Tienda física;T001;E0003;28079;SIN_REGISTRO;2;2;91,86;84,31
V03675;2022-01-18;Tienda física;T012;E0065;28006;C0628;1;1;14,18;14,18
V03676;2022-03-10;Tienda física;T001;E0006;28065;C0745;2;4;116,39;116,39
V03677;2022-07-03;Tienda física;T010;E0052;8015;C0284;2;5;186,01;183,11
V03678;2023-04-19;Tienda física;T011;E0056;29067;C0065;2;4;98,37;91,43
V03679;2022-07-03;Tienda física;T010;E0052;47186;C0655;5;8;289,75;276,7
V03680;2022-09-09;Tienda física;T003;E0014;47186;C0743;2;4;48,87;48,87
V03681;2022-06-25;Tienda física;T008;E0041;41038;C0101;1;1;12,64;12,64
V03682;2023-05-28;Tienda física;T008;E0044;8015;C0316;2;2;24,84;23,37
V03683;2023-02-08;Tienda física;T006;E0031;41059;C0612;4;4;121,54;119,62
V03684;2022-02-19;Tienda física;T007;E0036;41059;C0583;2;2;38,98;37,03
V03685;2022-05-16;Tienda física;T009;E0046;28115;C0720;4;4;88,99;86,29
V03686;2023-08-11;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;25,08;25,08
V03687;2022-09-09;Online;ONLINE;ONLINE;48044;C0360;1;1;15,78;14,99
V03688;2023-12-29;Tienda física;T008;E0040;48020;SIN_REGISTRO;1;1;22,06;22,06
V03689;2022-06-15;Tienda física;T005;E0027;41038;C0486;2;3;41,28;37,43
V03690;2022-03-10;Online;ONLINE;ONLINE;29069;C0533;1;2;61,66;58,58
V03691;2022-01-01;Tienda física;T002;E0010;28074;C0085;1;1;14,41;14,41
V03692;2023-06-26;Online;ONLINE;ONLINE;28079;C0481;1;1;30,45;28,93
V03693;2023-07-18;Tienda física;T004;E0022;46192;C0754;5;6;113,51;109,4
V03694;2023-06-22;Tienda física;T003;E0017;28115;C0224;5;8;184,55;179,45
V03695;2023-09-13;Tienda física;T007;E0036;48020;C0629;2;2;70,4;68,25
V03696;2022-09-15;Tienda física;T011;E0059;28079;C0162;1;1;22,56;20,3
V03697;2022-06-20;Tienda física;T007;E0038;29067;C0034;1;1;13,59;12,23
V03698;2022-05-10;Online;ONLINE;ONLINE;28006;C0736;2;2;51,36;49,52
V03699;2022-03-17;Online;ONLINE;ONLINE;28065;C0372;1;1;12,74;11,47
V03700;2022-11-02;Online;ONLINE;ONLINE;41038;C0540;1;1;15,83;15,83
V03701;2023-01-27;Online;ONLINE;ONLINE;28079;C0257;2;2;29;27,55
V03702;2023-01-18;Tienda física;T002;E0013;29067;C0293;2;2;30,46;30,46
V03703;2023-05-14;Tienda física;T012;E0065;50297;C0379;2;6;107,62;107,62
V03704;2022-08-09;Tienda física;T001;E0002;28006;C0713;4;4;66,26;65,35
V03705;2023-04-06;Online;ONLINE;ONLINE;47186;C0095;1;1;10,67;9,6
V03706;2023-10-27;Tienda física;T005;E0027;46192;C0051;7;10;169,03;167,41
V03707;2022-09-08;Tienda física;T011;E0058;8015;C0337;1;2;30,56;30,56
V03708;2022-08-21;Online;ONLINE;ONLINE;28006;C0063;4;5;102,27;97,34
V03709;2023-05-14;Tienda física;T012;E0061;41059;C0126;1;1;18,21;17,3
V03710;2023-12-31;Online;ONLINE;ONLINE;8019;C0163;3;3;86,17;80,89
V03711;2022-07-29;Tienda física;T005;E0025;28079;C0354;1;3;74,25;70,54
V03712;2023-03-02;Online;ONLINE;ONLINE;8019;C0556;2;2;73,53;70,8
V03713;2022-05-30;Tienda física;T003;E0014;8019;C0174;1;1;19,09;16,23
V03714;2022-10-30;Tienda física;T012;E0062;8019;C0323;4;5;136,82;136,82
V03715;2022-12-25;Online;ONLINE;ONLINE;28079;C0049;2;2;46,38;45,62
V03716;2023-11-01;Online;ONLINE;ONLINE;41038;C0749;1;2;44,28;42,07
V03717;2023-09-05;Online;ONLINE;ONLINE;29067;C0103;6;8;226,36;218,68
V03718;2023-06-09;Tienda física;T002;E0013;28115;SIN_REGISTRO;1;3;33,18;29,86
V03719;2022-02-11;Online;ONLINE;ONLINE;48044;C0280;1;2;56,78;53,94
V03720;2022-12-27;Tienda física;T011;E0059;29067;C0267;2;6;72,33;72,33
V03721;2022-11-14;Online;ONLINE;ONLINE;29069;C0235;8;11;274,14;252,24
V03722;2022-01-12;Online;ONLINE;ONLINE;50297;C0777;5;8;156,22;153,58
V03723;2023-12-30;Tienda física;T005;E0028;48044;C0175;2;4;95,7;89,34
V03724;2022-03-03;Tienda física;T002;E0013;41038;C0186;1;1;16,78;16,78
V03725;2023-10-08;Tienda física;T004;E0023;8019;C0255;2;3;53,45;51,31
V03726;2022-01-25;Tienda física;T011;E0060;48044;C0075;2;2;26,78;25,44
V03727;2022-12-09;Tienda física;T007;E0039;47186;C0687;1;1;14,25;12,83
V03728;2022-12-22;Online;ONLINE;ONLINE;29069;C0182;5;6;113,27;108,09
V03729;2022-10-19;Online;ONLINE;ONLINE;48020;C0054;5;9;214,44;208,18
V03730;2023-06-14;Online;ONLINE;ONLINE;28065;C0432;1;1;17,1;15,39
V03731;2023-03-25;Online;ONLINE;ONLINE;47186;C0308;1;1;12,94;12,29
V03732;2023-06-11;Tienda física;T006;E0032;28065;C0253;3;5;190,03;177
V03733;2022-06-07;Online;ONLINE;ONLINE;48020;C0343;6;10;282,27;268,16
V03734;2023-11-08;Online;ONLINE;ONLINE;50297;C0379;1;1;19,51;16,58
V03735;2023-10-13;Online;ONLINE;ONLINE;8019;C0211;1;2;27,04;27,04
V03736;2022-05-26;Online;ONLINE;ONLINE;41091;C0506;1;2;56,2;56,2
V03737;2023-09-24;Online;ONLINE;ONLINE;28074;C0122;2;5;110,39;105,99
V03738;2023-02-08;Tienda física;T005;E0025;47186;C0555;3;4;104,93;102,83
V03739;2022-02-15;Tienda física;T010;E0055;8019;C0569;2;2;41,21;39,68
V03740;2022-05-17;Online;ONLINE;ONLINE;48020;C0600;1;1;13,51;13,51
V03741;2023-08-06;Online;ONLINE;ONLINE;41038;C0749;2;5;130,25;130,25
V03742;2022-06-05;Online;ONLINE;ONLINE;8019;C0236;2;4;62,22;58,57
V03743;2022-08-04;Tienda física;T003;E0017;8019;C0192;1;1;40,8;40,8
V03744;2022-06-17;Online;ONLINE;ONLINE;41059;C0417;2;4;57,65;57,65
V03745;2023-05-10;Online;ONLINE;ONLINE;8019;C0189;2;5;136,38;133,47
V03746;2023-04-25;Tienda física;T010;E0053;46250;C0674;1;1;29,23;29,23
V03747;2022-04-27;Tienda física;T011;E0056;28065;C0084;2;3;70,7;67,86
V03748;2022-12-17;Online;ONLINE;ONLINE;46192;C0730;2;5;122,18;112,76
V03749;2023-04-26;Online;ONLINE;ONLINE;29069;C0376;2;2;54,8;54,8
V03750;2023-10-09;Tienda física;T004;E0020;29067;C0708;3;6;105,45;98,03
V03751;2023-06-24;Tienda física;T011;E0058;28065;C0593;4;6;165,94;157,69
V03752;2023-09-01;Tienda física;T004;E0023;46192;C0460;3;3;68,6;67,54
V03753;2022-01-23;Online;ONLINE;ONLINE;29069;C0235;3;5;110,56;108,35
V03754;2022-10-06;Tienda física;T012;E0061;41038;C0749;2;4;94,66;94,66
V03755;2023-05-26;Tienda física;T011;E0059;29069;C0202;2;2;29,53;26,37
V03756;2022-02-22;Tienda física;T001;E0004;28115;C0199;1;2;30,62;27,56
V03757;2022-09-21;Tienda física;T005;E0026;47186;C0095;1;1;19,34;19,34
V03758;2023-07-23;Tienda física;T008;E0042;29069;C0216;1;1;29,31;29,31
V03759;2022-09-12;Online;ONLINE;ONLINE;28115;C0499;2;3;50,75;46,64
V03760;2022-04-11;Tienda física;T008;E0043;46250;C0291;1;2;23,88;20,3
V03761;2023-02-27;Tienda física;T002;E0009;29067;C0769;4;9;136,53;125,05
V03762;2023-03-06;Tienda física;T008;E0040;46192;C0043;1;3;45,39;40,85
V03763;2022-11-03;Online;ONLINE;ONLINE;48044;C0729;3;5;77,02;74,42
V03764;2022-06-16;Tienda física;T004;E0019;41091;C0392;1;1;11,85;10,66
V03765;2023-11-10;Tienda física;T008;E0042;28074;C0731;2;4;123,6;123,6
V03766;2022-02-28;Online;ONLINE;ONLINE;28006;C0277;3;5;101,55;97,63
V03767;2023-03-19;Tienda física;T011;E0058;46192;C0456;6;8;160,9;155,13
V03768;2023-04-30;Tienda física;T004;E0022;28065;C0470;2;2;33,96;33,96
V03769;2023-01-15;Online;ONLINE;ONLINE;41091;C0439;7;11;239,3;234,61
V03770;2022-08-30;Tienda física;T010;E0053;8019;C0016;2;3;102,31;97,2
V03771;2023-02-10;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;13,05;11,75
V03772;2023-02-20;Online;ONLINE;ONLINE;41091;C0531;3;4;65,99;64,95
V03773;2022-10-21;Tienda física;T001;E0004;28115;C0286;3;5;129,18;127,2
V03774;2022-12-11;Tienda física;T012;E0062;47186;C0247;2;3;37,31;37,31
V03775;2023-08-31;Tienda física;T009;E0047;28074;C0740;1;2;36,36;34,54
V03776;2022-04-14;Online;ONLINE;ONLINE;41059;C0429;1;1;29,2;29,2
V03777;2022-01-09;Tienda física;T005;E0028;28065;C0253;1;2;21,92;21,92
V03778;2023-05-20;Online;ONLINE;ONLINE;46250;C0434;1;1;16,03;16,03
V03779;2022-02-22;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;10,99;10,99
V03780;2022-07-01;Online;ONLINE;ONLINE;41059;C0799;3;3;61,6;60,21
V03781;2022-10-26;Tienda física;T001;E0006;48044;C0636;2;3;48,06;48,06
V03782;2023-11-14;Tienda física;T007;E0038;46250;SIN_REGISTRO;4;4;66,51;64,61
V03783;2022-02-11;Tienda física;T011;E0056;50297;C0611;1;2;26,26;26,26
V03784;2022-12-05;Online;ONLINE;ONLINE;41059;C0032;1;1;28,78;28,78
V03785;2023-08-20;Tienda física;T005;E0027;28006;C0144;2;2;33,12;31,07
V03786;2023-09-22;Tienda física;T002;E0010;28115;SIN_REGISTRO;2;2;91,17;91,17
V03787;2022-06-24;Tienda física;T011;E0059;28115;C0406;3;3;74,63;73,7
V03788;2022-04-21;Tienda física;T005;E0026;50297;C0141;9;17;442,42;430,24
V03789;2023-09-23;Tienda física;T001;E0005;28115;C0199;3;3;93,9;89,34
V03790;2023-09-20;Tienda física;T002;E0009;47186;C0645;1;2;71,4;71,4
V03791;2022-03-08;Tienda física;T004;E0020;8019;C0771;2;4;80,92;77,91
V03792;2022-06-11;Online;ONLINE;ONLINE;8019;C0573;6;8;281,95;265,6
V03793;2023-05-24;Tienda física;T004;E0021;29067;C0623;2;5;83,33;81,08
V03794;2023-12-07;Online;ONLINE;ONLINE;48020;C0160;1;2;41,46;41,46
V03795;2023-02-07;Tienda física;T012;E0062;46192;C0421;1;2;35,1;35,1
V03796;2023-12-13;Tienda física;T002;E0012;41059;C0721;1;1;41,92;39,82
V03797;2023-01-03;Online;ONLINE;ONLINE;8019;C0163;1;1;20,12;18,11
V03798;2022-10-28;Online;ONLINE;ONLINE;41091;C0264;1;1;14,69;12,49
V03799;2023-03-05;Online;ONLINE;ONLINE;28079;C0380;1;1;20,72;20,72
V03800;2023-11-14;Online;ONLINE;ONLINE;8015;C0029;3;4;117,12;113,31
V03801;2022-09-04;Online;ONLINE;ONLINE;41091;C0125;1;1;12,26;11,65
V03802;2023-12-22;Tienda física;T012;E0061;28115;C0449;3;3;56,72;56,13
V03803;2022-03-23;Tienda física;T003;E0015;28074;C0457;4;6;239,97;225,94
V03804;2022-06-01;Online;ONLINE;ONLINE;48020;C0362;2;2;39,71;37,63
V03805;2022-05-10;Tienda física;T005;E0025;46192;C0349;1;1;14,42;14,42
V03806;2022-10-17;Tienda física;T002;E0012;47186;C0292;1;2;37,96;37,96
V03807;2023-08-17;Tienda física;T004;E0023;28006;C0455;1;1;17,67;17,67
V03808;2023-03-22;Tienda física;T009;E0048;8019;C0210;1;1;29,29;27,83
V03809;2023-10-22;Tienda física;T010;E0051;28074;C0630;2;3;41,38;37,42
V03810;2023-12-28;Tienda física;T009;E0049;41059;C0799;2;2;74,61;74,61
V03811;2023-11-03;Tienda física;T004;E0018;8019;SIN_REGISTRO;5;5;115,01;112,89
V03812;2022-06-10;Tienda física;T006;E0032;41091;C0774;1;3;41,13;39,07
V03813;2022-12-20;Tienda física;T009;E0046;47186;C0206;1;2;26,78;26,78
V03814;2022-02-02;Tienda física;T011;E0058;8019;C0391;1;1;28,35;28,35
V03815;2022-07-11;Tienda física;T007;E0037;46192;C0435;1;1;20,35;19,33
V03816;2023-11-06;Online;ONLINE;ONLINE;48020;C0068;2;2;64,64;61,41
V03817;2023-04-06;Tienda física;T012;E0061;50297;C0654;4;8;177,65;173,21
V03818;2023-12-26;Online;ONLINE;ONLINE;29069;C0239;1;1;14,33;13,61
V03819;2023-08-04;Online;ONLINE;ONLINE;28079;C0404;1;1;12,67;10,77
V03820;2022-01-08;Tienda física;T012;E0061;28006;SIN_REGISTRO;2;2;33,44;33,44
V03821;2023-03-02;Tienda física;T009;E0048;48020;C0738;2;3;92,12;92,12
V03822;2022-12-09;Tienda física;T009;E0047;48044;C0311;1;1;26,26;26,26
V03823;2022-05-24;Tienda física;T004;E0024;28006;C0688;2;5;173,58;173,58
V03824;2022-10-12;Tienda física;T011;E0058;46192;C0009;3;4;55,93;54,48
V03825;2023-03-04;Tienda física;T005;E0029;48020;C0599;1;2;48,94;48,94
V03826;2023-10-09;Tienda física;T009;E0048;41059;C0114;2;2;37,17;37,17
V03827;2023-09-22;Tienda física;T007;E0038;41091;C0153;4;5;104,89;102,77
V03828;2022-01-03;Tienda física;T006;E0030;48020;C0364;3;4;83,78;80,92
V03829;2023-05-29;Tienda física;T011;E0059;50297;C0141;1;3;54,21;54,21
V03830;2022-06-01;Tienda física;T001;E0005;46192;C0321;3;4;106,13;102,07
V03831;2023-06-28;Online;ONLINE;ONLINE;47186;C0601;2;2;38,53;35,51
V03832;2023-03-22;Tienda física;T008;E0044;48020;SIN_REGISTRO;4;5;140,23;133,14
V03833;2023-04-11;Online;ONLINE;ONLINE;28079;C0797;3;3;65;63,39
V03834;2023-07-06;Online;ONLINE;ONLINE;;SIN_REGISTRO;4;7;143,33;138,92
V03835;2022-10-19;Online;ONLINE;ONLINE;8015;C0604;1;2;40,96;40,96
V03836;2023-02-22;Tienda física;T001;E0003;8019;C0569;4;6;120,02;113,98
V03837;2023-05-01;Online;ONLINE;ONLINE;46192;C0043;1;1;24,66;23,43
V03838;2023-09-16;Online;ONLINE;ONLINE;28079;C0443;1;1;18,46;16,61
V03839;2022-11-19;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;17,76;15,98
V03840;2023-04-06;Tienda física;T008;E0041;47186;C0149;2;4;65,02;65,02
V03841;2023-10-30;Tienda física;T008;E0043;48020;SIN_REGISTRO;1;1;11,27;11,27
V03842;2023-11-16;Tienda física;T006;E0034;29067;C0028;2;6;100,68;93,7
V03843;2023-02-09;Online;ONLINE;ONLINE;8019;C0134;1;3;81,33;81,33
