linea_id;venta_id;num_linea;isbn;categoria;precio_unitario;unidades;importe_bruto;descuento_pct;importe_neto
L007824;V03487;2;978-654-280-9485-8;Idiomas;36,28;2;72,56;0;72,56
L007825;V03488;1;978-573-271-1330-8;No Ficción;20,32;1;20,32;0,05;19,3
L007826;V03488;2;978-859-404-3858-9;Economía/Negocios;17,94;1;17,94;0;17,94
L007827;V03489;1;978-678-517-3051-4;No Ficción;18,77;1;18,77;0;18,77
L007828;V03489;2;978-858-304-2990-8;Ficción;20,83;1;20,83;0,1;18,75
L007829;V03489;3;978-217-275-7981-1;No Ficción;14,14;1;14,14;0,05;13,43
L007830;V03489;4;978-827-155-4298-0;Ficción;17,89;3;53,67;0;53,67
L007831;V03489;5;978-732-753-3216-1;Autoayuda;13,75;1;13,75;0;13,75
L007832;V03490;1;978-131-843-1052-5;Ciencia y Tecnología;31,6;1;31,6;0,1;28,44
L007833;V03490;2;978-124-975-2564-9;No Ficción;18,14;1;18,14;0,05;17,23
L007834;V03490;3;978-150-343-9082-2;Economía/Negocios;34,04;1;34,04;0,05;32,34
L007835;V03490;4;978-489-715-8335-1;Arte y Fotografía;62,61;2;125,22;0;125,22
L007836;V03491;1;978-175-905-3715-1;Historia;24,97;1;24,97;0,1;22,47
L007837;V03491;2;978-741-275-6421-3;Idiomas;21,88;1;21,88;0;21,88
L007838;V03491;3;978-608-360-8841-1;Idiomas;38;1;38;0,1;34,2
L007839;V03492;1;978-930-492-9538-1;Cómics/Manga;10,77;1;10,77;0,05;10,23
L007840;V03492;2;978-395-842-2484-2;Cómics/Manga;8,05;1;8,05;0,05;7,65
L007841;V03493;1;978-227-188-8486-8;Infantil/Juvenil;15,06;1;15,06;0;15,06
L007842;V03494;1;978-774-998-1291-2;Infantil/Juvenil;12,97;3;38,91;0;38,91
L007843;V03495;1;978-406-233-3265-2;Autoayuda;17,39;1;17,39;0,1;15,65
L007844;V03495;2;978-152-734-5557-6;Cómics/Manga;16,11;2;32,22;0;32,22
L007845;V03496;1;978-129-503-5983-2;Ciencia y Tecnología;29,48;1;29,48;0,15;25,06
L007846;V03496;2;978-888-455-7868-2;Historia;14,53;2;29,06;0;29,06
L007847;V03496;3;978-312-155-8708-2;Historia;18,44;1;18,44;0;18,44
L007848;V03496;4;978-223-391-6711-2;Ciencia y Tecnología;25,95;1;25,95;0;25,95
L007849;V03497;1;978-758-946-3611-4;Idiomas;27,1;2;54,2;0,05;51,49
L007850;V03497;2;978-877-585-1611-0;Historia;20,37;1;20,37;0;20,37
L007851;V03497;3;978-139-101-2344-1;Cómics/Manga;10,67;1;10,67;0;10,67
L007852;V03498;1;978-263-531-6373-4;Historia;19,72;1;19,72;0;19,72
L007853;V03498;2;978-313-359-8062-0;Economía/Negocios;30,31;1;30,31;0,05;28,79
L007854;V03498;3;978-430-191-7308-4;Ciencia y Tecnología;53,41;1;53,41;0;53,41
L007855;V03499;1;978-643-285-8478-1;Cómics/Manga;10,46;2;20,92;0,05;19,87
L007856;V03499;2;978-293-984-8100-8;Ficción;16,98;1;16,98;0;16,98
L007857;V03499;3;978-877-585-1611-0;Historia;19,01;1;19,01;0;19,01
L007858;V03499;4;978-941-991-3194-0;Autoayuda;14,14;1;14,14;0;14,14
L007859;V03500;1;978-931-804-1732-3;Ficción;18,98;2;37,96;0;37,96
L007860;V03500;2;978-437-232-3434-5;Arte y Fotografía;67,79;1;67,79;0,1;61,01
L007861;V03500;3;978-92-450-9542-6;Infantil/Juvenil;11,71;1;11,71;0,1;10,54
L007862;V03501;1;978-627-877-3175-3;Ficción;14,43;1;14,43;0,15;12,27
L007863;V03501;2;978-717-572-2772-2;Ciencia y Tecnología;23,74;1;23,74;0,05;22,55
L007864;V03501;3;978-688-702-3771-2;Autoayuda;17,18;2;34,36;0;34,36
L007865;V03501;4;978-84-445-7546-9;Cómics/Manga;12,55;1;12,55;0;12,55
L007866;V03501;5;978-636-884-5820-5;Arte y Fotografía;68,97;1;68,97;0;68,97
L007867;V03502;1;978-764-340-1664-1;Autoayuda;16,34;1;16,34;0,05;15,52
L007868;V03503;1;978-745-670-3804-3;Idiomas;30,68;1;30,68;0,1;27,61
L007869;V03503;2;978-336-858-2350-7;Historia;30,45;2;60,9;0;60,9
L007870;V03504;1;978-335-591-1317-0;No Ficción;16,52;1;16,52;0;16,52
L007871;V03504;2;978-625-258-7429-3;Economía/Negocios;24,37;3;73,11;0,1;65,8
L007872;V03504;3;978-111-463-4794-2;Infantil/Juvenil;15,21;1;15,21;0;15,21
L007873;V03505;1;978-127-674-6177-8;Ficción;16,61;2;33,22;0,15;28,24
L007874;V03506;1;978-683-433-4038-0;Cómics/Manga;9,27;1;9,27;0,1;8,34
L007875;V03506;2;978-386-570-7051-9;Idiomas;27,55;2;55,1;0;55,1
L007876;V03507;1;978-567-427-6534-4;No Ficción;22,04;1;22,04;0;22,04
L007877;V03508;1;978-411-549-2190-9;Economía/Negocios;21,8;1;21,8;0,15;18,53
L007878;V03509;1;978-368-964-9395-5;Ficción;13,96;3;41,88;0,05;39,79
L007879;V03510;1;978-430-191-7308-4;Ciencia y Tecnología;29,97;1;29,97;0;29,97
L007880;V03510;2;978-858-304-2990-8;Ficción;19,17;1;19,17;0,1;17,25
L007881;V03510;3;978-925-342-8157-5;Arte y Fotografía;41,81;1;41,81;0;41,81
L007882;V03511;1;978-827-155-4298-0;Ficción;14,92;1;14,92;0,15;12,68
L007883;V03511;2;978-312-155-8708-2;Historia;17,6;1;17,6;0,1;15,84
L007884;V03511;3;978-568-296-5465-4;Economía/Negocios;26,03;3;78,09;0,05;74,19
L007885;V03512;1;978-293-984-8100-8;Ficción;14,88;2;29,76;0,15;25,3
L007886;V03512;2;978-200-750-2038-2;Ciencia y Tecnología;20,75;3;62,25;0;62,25
L007887;V03513;1;978-280-841-9403-0;Economía/Negocios;19,29;3;57,87;0,1;52,08
L007888;V03514;1;978-725-520-8862-0;Autoayuda;15,8;1;15,8;0,1;14,22
L007889;V03514;2;978-858-304-2990-8;Ficción;22,14;1;22,14;0,05;21,03
L007890;V03515;1;978-528-426-5538-2;Infantil/Juvenil;12,42;1;12,42;0,05;11,8
L007891;V03516;1;978-875-670-9963-4;Infantil/Juvenil;15,98;1;15,98;0;15,98
L007892;V03516;2;978-376-118-6982-7;Arte y Fotografía;65,8;2;131,6;0;131,6
L007893;V03516;3;978-355-195-1472-3;Autoayuda;18,67;3;56,01;0;56,01
L007894;V03517;1;978-381-226-9068-6;Infantil/Juvenil;17,39;1;17,39;0;17,39
L007895;V03518;1;978-706-591-9113-8;Idiomas;25,59;1;25,59;0,15;21,75
L007896;V03518;2;978-635-721-6730-5;Historia;20,92;1;20,92;0,05;19,87
L007897;V03518;3;978-256-409-5068-9;Economía/Negocios;25,37;1;25,37;0,05;24,1
L007898;V03518;4;978-633-983-7586-7;Economía/Negocios;33,62;1;33,62;0;33,62
L007899;V03519;1;978-316-635-9114-1;Economía/Negocios;24,54;1;24,54;0;24,54
L007900;V03519;2;978-323-671-6518-3;Infantil/Juvenil;10,43;1;10,43;0;10,43
L007901;V03520;1;978-111-463-4794-2;Infantil/Juvenil;11,2;1;11,2;0;11,2
L007902;V03520;2;978-411-549-2190-9;Economía/Negocios;27,89;1;27,89;0,1;25,1
L007903;V03521;1;978-543-781-3726-8;No Ficción;20,96;1;20,96;0,15;17,82
L007904;V03521;2;978-355-195-1472-3;Autoayuda;22,07;1;22,07;0;22,07
L007905;V03522;1;978-537-685-9524-2;Ciencia y Tecnología;29,7;1;29,7;0;29,7
L007906;V03523;1;978-532-670-9974-8;Historia;19,73;1;19,73;0;19,73
L007907;V03524;1;978-385-281-9631-7;Autoayuda;16,76;1;16,76;0,1;15,08
L007908;V03525;1;978-355-217-2061-3;Infantil/Juvenil;12,8;1;12,8;0,15;10,88
L007909;V03526;1;978-938-140-6651-2;Historia;23,33;1;23,33;0;23,33
L007910;V03527;1;978-467-233-6418-2;Ficción;12,61;1;12,61;0;12,61
L007911;V03528;1;978-373-516-6953-3;Autoayuda;18,9;1;18,9;0,1;17,01
L007912;V03528;2;978-615-551-3128-8;Economía/Negocios;30,53;1;30,53;0,05;29
L007913;V03528;3;978-664-980-6087-1;Ficción;13,43;1;13,43;0;13,43
L007914;V03528;4;978-824-788-2728-5;Arte y Fotografía;53,98;3;161,94;0;161,94
L007915;V03528;5;978-325-995-9652-2;No Ficción;24,4;1;24,4;0,05;23,18
L007916;V03528;6;978-668-159-5510-3;Historia;15,24;1;15,24;0;15,24
L007917;V03528;7;978-335-591-1317-0;No Ficción;21,96;3;65,88;0;65,88
L007918;V03529;1;978-843-936-8609-8;Arte y Fotografía;40,37;1;40,37;0,05;38,35
L007919;V03530;1;978-655-952-6578-4;Infantil/Juvenil;11,52;1;11,52;0,05;10,94
L007920;V03530;2;978-386-823-4471-8;Ciencia y Tecnología;46,02;2;92,04;0;92,04
L007921;V03531;1;978-711-799-2178-7;No Ficción;20,39;3;61,17;0,1;55,05
L007922;V03531;2;978-608-360-8841-1;Idiomas;39,53;2;79,06;0;79,06
L007923;V03532;1;978-338-859-7630-6;Infantil/Juvenil;11,16;2;22,32;0,1;20,09
L007924;V03533;1;978-687-752-7285-7;No Ficción;22,05;2;44,1;0,05;41,89
L007925;V03534;1;978-875-670-9963-4;Infantil/Juvenil;12,53;2;25,06;0,05;23,81
L007926;V03535;1;978-386-570-7051-9;Idiomas;26,22;1;26,22;0;26,22
L007927;V03536;1;978-105-505-1784-7;Arte y Fotografía;37,04;4;148,16;0,15;125,94
L007928;V03537;1;978-688-854-9863-2;Infantil/Juvenil;13,68;2;27,36;0,05;25,99
L007929;V03538;1;978-598-894-6527-3;Infantil/Juvenil;11,73;2;23,46;0;23,46
L007930;V03538;2;978-931-763-4567-1;Autoayuda;16,04;2;32,08;0;32,08
L007931;V03538;3;978-615-551-3128-8;Economía/Negocios;30,33;1;30,33;0,1;27,3
L007932;V03539;1;978-358-246-4304-2;Ficción;13,31;2;26,62;0;26,62
L007933;V03539;2;978-547-380-4765-5;Arte y Fotografía;43,2;1;43,2;0;43,2
L007934;V03539;3;978-450-910-4037-1;Arte y Fotografía;41,44;1;41,44;0,1;37,3
L007935;V03540;1;978-743-196-6499-9;Historia;23,41;1;23,41;0;23,41
L007936;V03540;2;978-475-288-8850-9;Infantil/Juvenil;11,33;2;22,66;0;22,66
L007937;V03540;3;978-307-456-3141-0;Economía/Negocios;33,1;1;33,1;0;33,1
L007938;V03540;4;978-942-167-2975-5;Ciencia y Tecnología;28,84;2;57,68;0,1;51,91
L007939;V03540;5;978-365-342-9443-5;Economía/Negocios;34,79;1;34,79;0;34,79
L007940;V03541;1;978-744-226-1477-7;Arte y Fotografía;32,83;1;32,83;0,1;29,55
L007941;V03541;2;978-88-418-1850-8;Cómics/Manga;8,7;1;8,7;0,05;8,26
L007942;V03541;3;978-875-138-1557-3;Economía/Negocios;22,81;2;45,62;0;45,62
L007943;V03541;4;978-923-407-1305-4;Historia;12,95;2;25,9;0,1;23,31
L007944;V03542;1;978-324-633-2158-5;Ficción;13,48;2;26,96;0;26,96
L007945;V03543;1;978-293-984-8100-8;Ficción;16,22;3;48,66;0,15;41,36
L007946;V03544;1;978-441-887-3949-4;Idiomas;23,53;1;23,53;0,05;22,35
L007947;V03544;2;978-127-674-6177-8;Ficción;19,82;3;59,46;0;59,46
L007948;V03544;3;978-240-483-5945-4;Idiomas;36,22;1;36,22;0;36,22
L007949;V03545;1;978-290-561-1687-6;Idiomas;26,98;1;26,98;0;26,98
L007950;V03545;2;978-98-275-9461-8;Historia;17,66;1;17,66;0;17,66
L007951;V03546;1;978-675-417-4494-2;Historia;22,7;1;22,7;0;22,7
L007952;V03546;2;978-129-503-5983-2;Ciencia y Tecnología;54,85;1;54,85;0;54,85
L007953;V03547;1;978-371-118-6972-0;Infantil/Juvenil;12,07;1;12,07;0,15;10,26
L007954;V03547;2;978-781-460-3457-3;No Ficción;15,3;1;15,3;0;15,3
L007955;V03547;3;978-577-358-7123-6;Infantil/Juvenil;12,87;1;12,87;0,05;12,23
L007956;V03548;1;978-271-673-7285-1;No Ficción;16,77;2;33,54;0;33,54
L007957;V03548;2;978-706-591-9113-8;Idiomas;38,09;2;76,18;0;76,18
L007958;V03548;3;978-127-775-8639-2;No Ficción;24,82;1;24,82;0;24,82
L007959;V03548;4;978-392-906-8865-7;Arte y Fotografía;39,59;1;39,59;0;39,59
L007960;V03548;5;978-877-585-1611-0;Historia;20,76;2;41,52;0,05;39,44
L007961;V03548;6;978-522-284-8686-3;Arte y Fotografía;61,97;2;123,94;0,05;117,74
L007962;V03549;1;978-282-303-1465-5;Ciencia y Tecnología;26,76;4;107,04;0;107,04
L007963;V03549;2;978-650-436-2646-8;Arte y Fotografía;69,56;1;69,56;0,05;66,08
L007964;V03549;3;978-830-300-3070-1;Arte y Fotografía;46,41;1;46,41;0;46,41
L007965;V03550;1;978-641-372-4300-3;Infantil/Juvenil;12,68;1;12,68;0,15;10,78
L007966;V03550;2;978-640-801-4564-0;Cómics/Manga;13,62;1;13,62;0,1;12,26
L007967;V03551;1;978-724-841-4588-4;No Ficción;17,31;1;17,31;0,1;15,58
L007968;V03552;1;978-167-861-2860-2;Ciencia y Tecnología;26,12;1;26,12;0;26,12
L007969;V03553;1;978-264-462-3724-2;Infantil/Juvenil;11,1;1;11,1;0,05;10,54
L007970;V03554;1;978-301-106-5151-5;Infantil/Juvenil;10,95;1;10,95;0,15;9,31
L007971;V03555;1;978-779-725-8944-4;Ficción;13,84;1;13,84;0,05;13,15
L007972;V03555;2;978-255-369-2720-9;Historia;16,63;2;33,26;0;33,26
L007973;V03556;1;978-615-551-3128-8;Economía/Negocios;22,35;1;22,35;0;22,35
L007974;V03556;2;978-467-233-6418-2;Ficción;15,1;2;30,2;0;30,2
L007975;V03556;3;978-621-332-7897-6;Idiomas;43,62;1;43,62;0,1;39,26
L007976;V03556;4;978-923-407-1305-4;Historia;13,42;1;13,42;0,05;12,75
L007977;V03557;1;978-443-397-7252-4;No Ficción;19,6;1;19,6;0,15;16,66
L007978;V03557;2;978-131-843-1052-5;Ciencia y Tecnología;41,79;1;41,79;0;41,79
L007979;V03558;1;978-232-161-3242-4;Ficción;15,05;1;15,05;0,15;12,79
L007980;V03559;1;978-307-344-5651-5;Cómics/Manga;10,73;2;21,46;0;21,46
L007981;V03559;2;978-274-161-4788-5;No Ficción;16,91;1;16,91;0;16,91
L007982;V03560;1;978-120-374-5075-1;Infantil/Juvenil;11,09;1;11,09;0,1;9,98
L007983;V03561;1;978-622-354-7651-4;Cómics/Manga;11,41;1;11,41;0;11,41
L007984;V03562;1;978-227-188-8486-8;Infantil/Juvenil;10,84;1;10,84;0,05;10,3
L007985;V03562;2;978-201-738-3316-8;Arte y Fotografía;23,78;2;47,56;0;47,56
L007986;V03563;1;978-178-245-3533-6;Infantil/Juvenil;13,05;1;13,05;0;13,05
L007987;V03563;2;978-931-763-4567-1;Autoayuda;16,48;1;16,48;0,1;14,83
L007988;V03564;1;978-672-933-6176-0;Ficción;17,18;1;17,18;0,05;16,32
L007989;V03564;2;978-899-119-8560-7;Cómics/Manga;14,2;1;14,2;0,1;12,78
L007990;V03565;1;978-227-188-8486-8;Infantil/Juvenil;10,75;1;10,75;0,05;10,21
L007991;V03565;2;978-281-712-1411-5;Ciencia y Tecnología;26,37;1;26,37;0;26,37
L007992;V03566;1;978-923-407-1305-4;Historia;20,02;2;40,04;0,15;34,03
L007993;V03566;2;978-708-566-2923-6;Economía/Negocios;23,19;1;23,19;0;23,19
L007994;V03566;3;978-706-591-9113-8;Idiomas;42,33;1;42,33;0,1;38,1
L007995;V03567;1;978-547-965-4305-6;Ficción;15,56;2;31,12;0,05;29,56
L007996;V03567;2;978-803-923-2938-3;Ciencia y Tecnología;48,21;1;48,21;0;48,21
L007997;V03567;3;978-412-561-8152-3;Economía/Negocios;25,46;1;25,46;0;25,46
L007998;V03567;4;978-467-233-6418-2;Ficción;16,68;2;33,36;0,05;31,69
L007999;V03567;5;978-124-975-2564-9;No Ficción;20,17;1;20,17;0,1;18,15
L008000;V03567;6;978-217-275-7981-1;No Ficción;13,6;1;13,6;0;13,6
L008001;V03567;7;978-430-191-7308-4;Ciencia y Tecnología;47,67;2;95,34;0;95,34
L008002;V03567;8;978-387-548-2312-7;Ciencia y Tecnología;50,78;2;101,56;0;101,56
L008003;V03568;1;978-420-476-8032-0;Arte y Fotografía;37,8;1;37,8;0,05;35,91
L008004;V03568;2;978-622-354-7651-4;Cómics/Manga;15,24;1;15,24;0,1;13,72
L008005;V03568;3;978-531-835-8847-6;Arte y Fotografía;62,07;1;62,07;0,1;55,86
L008006;V03569;1;978-547-965-4305-6;Ficción;18,29;3;54,87;0,15;46,64
L008007;V03569;2;978-922-996-5871-2;Ciencia y Tecnología;24,71;1;24,71;0,05;23,47
L008008;V03570;1;978-654-280-9485-8;Idiomas;20,94;3;62,82;0,1;56,54
L008009;V03571;1;978-942-167-2975-5;Ciencia y Tecnología;39,47;2;78,94;0;78,94
L008010;V03572;1;978-779-725-8944-4;Ficción;14,52;1;14,52;0;14,52
L008011;V03573;1;978-135-381-4723-9;Autoayuda;17,85;2;35,7;0,1;32,13
L008012;V03573;2;978-636-884-5820-5;Arte y Fotografía;71,09;1;71,09;0;71,09
L008013;V03573;3;978-464-203-3677-7;Economía/Negocios;34,06;1;34,06;0;34,06
L008014;V03573;4;978-323-671-6518-3;Infantil/Juvenil;10,45;3;31,35;0;31,35
L008015;V03574;1;978-199-549-8295-0;Idiomas;25,69;1;25,69;0;25,69
L008016;V03575;1;978-335-715-3170-0;Arte y Fotografía;38,18;1;38,18;0;38,18
L008017;V03576;1;978-284-222-7890-9;No Ficción;18,02;1;18,02;0,05;17,12
L008018;V03576;2;978-888-455-7868-2;Historia;15,27;3;45,81;0;45,81
L008019;V03576;3;978-306-402-3822-9;Ficción;10,57;2;21,14;0,05;20,08
L008020;V03576;4;978-85-471-2895-2;No Ficción;19,14;2;38,28;0;38,28
L008021;V03577;1;978-672-933-6176-0;Ficción;13,43;1;13,43;0,1;12,09
L008022;V03578;1;978-581-362-6718-4;Ciencia y Tecnología;27,33;1;27,33;0,05;25,96
L008023;V03578;2;978-456-121-2855-3;Arte y Fotografía;61,73;2;123,46;0;123,46
L008024;V03579;1;978-85-471-2895-2;No Ficción;18,5;1;18,5;0,15;15,72
L008025;V03580;1;978-573-271-1330-8;No Ficción;18,54;1;18,54;0;18,54
L008026;V03580;2;978-335-715-3170-0;Arte y Fotografía;62,19;1;62,19;0;62,19
L008027;V03580;3;978-711-799-2178-7;No Ficción;27,1;1;27,1;0;27,1
L008028;V03580;4;978-148-469-6123-5;Autoayuda;13,49;2;26,98;0;26,98
L008029;V03580;5;978-690-789-6141-8;Arte y Fotografía;33,05;2;66,1;0;66,1
L008030;V03580;6;978-175-905-3715-1;Historia;20,43;2;40,86;0,05;38,82
L008031;V03580;7;978-342-469-3173-2;Cómics/Manga;5,57;1;5,57;0,1;5,01
L008032;V03581;1;978-385-281-9631-7;Autoayuda;16,19;2;32,38;0,05;30,76
L008033;V03582;1;978-805-873-4222-8;Historia;25,81;1;25,81;0,1;23,23
L008034;V03583;1;978-933-312-1983-4;Infantil/Juvenil;12,44;1;12,44;0,15;10,57
L008035;V03584;1;978-581-333-2286-3;Arte y Fotografía;39,9;1;39,9;0;39,9
L008036;V03584;2;978-176-270-7468-2;Ficción;15,78;2;31,56;0;31,56
L008037;V03585;1;978-419-565-3535-7;Historia;22,65;3;67,95;0;67,95
L008038;V03585;2;978-761-436-3394-0;Cómics/Manga;8,99;1;8,99;0;8,99
L008039;V03586;1;978-869-305-1638-3;Ciencia y Tecnología;31,73;2;63,46;0;63,46
L008040;V03586;2;978-503-296-7936-9;No Ficción;23,09;1;23,09;0;23,09
L008041;V03586;3;978-355-978-8276-6;Arte y Fotografía;35,92;1;35,92;0;35,92
L008042;V03586;4;978-420-476-8032-0;Arte y Fotografía;63,31;1;63,31;0;63,31
L008043;V03586;5;978-835-104-9732-4;Ficción;11,52;3;34,56;0;34,56
L008044;V03587;1;978-695-477-5046-9;Ficción;15,21;2;30,42;0;30,42
L008045;V03588;1;978-654-280-9485-8;Idiomas;26,37;1;26,37;0,15;22,41
L008046;V03589;1;978-905-417-7108-9;Autoayuda;18,05;1;18,05;0;18,05
L008047;V03589;2;978-376-217-9054-9;Infantil/Juvenil;11,29;2;22,58;0;22,58
L008048;V03590;1;978-127-674-6177-8;Ficción;16,78;3;50,34;0,15;42,79
L008049;V03591;1;978-923-407-1305-4;Historia;20,2;2;40,4;0;40,4
L008050;V03592;1;978-340-363-8512-5;Autoayuda;17,12;1;17,12;0,15;14,55
L008051;V03592;2;978-380-445-8262-7;Autoayuda;19,87;1;19,87;0;19,87
L008052;V03593;1;978-923-407-1305-4;Historia;18,85;1;18,85;0,1;16,97
L008053;V03593;2;978-623-421-5070-2;Idiomas;29,52;1;29,52;0;29,52
L008054;V03594;1;978-641-372-4300-3;Infantil/Juvenil;12,74;4;50,96;0,05;48,41
L008055;V03594;2;978-875-154-6609-6;Ciencia y Tecnología;39,34;1;39,34;0,1;35,41
L008056;V03595;1;978-761-623-5555-9;No Ficción;18,74;3;56,22;0,15;47,79
L008057;V03595;2;978-608-360-8841-1;Idiomas;42,33;1;42,33;0,05;40,21
L008058;V03595;3;978-855-830-8218-5;No Ficción;21,94;2;43,88;0;43,88
L008059;V03596;1;978-85-471-2895-2;No Ficción;23,39;1;23,39;0;23,39
L008060;V03596;2;978-606-268-1410-1;Autoayuda;20,28;2;40,56;0,05;38,53
L008061;V03596;3;978-451-996-9698-0;Historia;30,71;1;30,71;0,1;27,64
L008062;V03596;4;978-642-542-2629-4;Cómics/Manga;16,54;1;16,54;0;16,54
L008063;V03597;1;978-781-460-3457-3;No Ficción;19,35;1;19,35;0,15;16,45
L008064;V03598;1;978-120-673-4398-7;Ciencia y Tecnología;29,04;2;58,08;0,15;49,37
L008065;V03598;2;978-364-903-8072-0;Historia;29,78;2;59,56;0,1;53,6
L008066;V03598;3;978-677-703-9771-9;Cómics/Manga;9,13;2;18,26;0;18,26
L008067;V03599;1;978-129-799-2179-7;Ficción;15,76;1;15,76;0;15,76
L008068;V03600;1;978-456-561-5923-4;Infantil/Juvenil;11,81;2;23,62;0,15;20,08
L008069;V03600;2;978-862-188-5114-6;Autoayuda;16,35;2;32,7;0,05;31,07
L008070;V03600;3;978-503-296-7936-9;No Ficción;20,99;1;20,99;0;20,99
L008071;V03601;1;978-368-964-9395-5;Ficción;15,09;2;30,18;0,05;28,67
L008072;V03601;2;978-799-642-3498-2;Autoayuda;14,7;1;14,7;0,1;13,23
L008073;V03602;1;978-92-450-9542-6;Infantil/Juvenil;18,06;1;18,06;0;18,06
L008074;V03603;1;978-875-670-9963-4;Infantil/Juvenil;11,76;1;11,76;0;11,76
L008075;V03603;2;978-627-877-3175-3;Ficción;15,69;1;15,69;0;15,69
L008076;V03603;3;978-706-234-8884-1;Historia;22,66;1;22,66;0;22,66
L008077;V03603;4;978-769-500-9718-7;Ficción;18,61;1;18,61;0;18,61
L008078;V03604;1;978-293-174-9962-4;Ciencia y Tecnología;31,9;2;63,8;0,05;60,61
L008079;V03604;2;978-451-996-9698-0;Historia;26,44;1;26,44;0;26,44
L008080;V03604;3;978-260-308-4149-0;Arte y Fotografía;53,66;1;53,66;0,1;48,29
L008081;V03605;1;978-936-555-2840-1;Economía/Negocios;22,37;1;22,37;0;22,37
L008082;V03605;2;978-651-671-7122-5;Autoayuda;19,28;1;19,28;0;19,28
L008083;V03606;1;978-239-793-2478-9;Ficción;14,15;2;28,3;0,05;26,88
L008084;V03607;1;978-360-438-5995-3;Historia;25,76;2;51,52;0,1;46,37
L008085;V03608;1;978-701-999-5961-4;Economía/Negocios;24,65;3;73,95;0;73,95
L008086;V03609;1;978-355-195-1472-3;Autoayuda;17,22;2;34,44;0,15;29,27
L008087;V03610;1;978-391-648-8318-9;Economía/Negocios;21,19;3;63,57;0;63,57
L008088;V03610;2;978-282-681-8930-4;Autoayuda;20,71;2;41,42;0;41,42
L008089;V03610;3;978-357-410-2196-1;Autoayuda;20,35;1;20,35;0,1;18,32
L008090;V03610;4;978-676-300-4159-7;Economía/Negocios;22,8;1;22,8;0;22,8
L008091;V03611;1;978-722-250-4429-9;Cómics/Manga;9,11;1;9,11;0,05;8,65
L008092;V03612;1;978-427-355-1778-8;No Ficción;18,85;1;18,85;0;18,85
L008093;V03612;2;978-280-841-9403-0;Economía/Negocios;24,76;1;24,76;0,05;23,52
L008094;V03612;3;978-274-161-4788-5;No Ficción;15,76;1;15,76;0;15,76
L008095;V03612;4;978-371-118-6972-0;Infantil/Juvenil;10,3;3;30,9;0;30,9
L008096;V03613;1;978-335-591-1317-0;No Ficción;20,82;1;20,82;0;20,82
L008097;V03613;2;978-764-992-5572-3;Ficción;14,57;1;14,57;0;14,57
L008098;V03614;1;978-829-495-7880-8;Arte y Fotografía;40,37;4;161,48;0;161,48
L008099;V03614;2;978-386-823-4471-8;Ciencia y Tecnología;43,6;1;43,6;0,05;41,42
L008100;V03614;3;978-754-378-6631-2;Cómics/Manga;9,33;3;27,99;0;27,99
L008101;V03614;4;978-240-483-5945-4;Idiomas;31,79;1;31,79;0;31,79
L008102;V03614;5;978-641-372-4300-3;Infantil/Juvenil;10,1;1;10,1;0;10,1
L008103;V03615;1;978-504-946-9493-7;Ficción;20,43;2;40,86;0,1;36,77
L008104;V03616;1;978-613-734-5665-7;No Ficción;21,17;3;63,51;0;63,51
L008105;V03616;2;978-111-463-4794-2;Infantil/Juvenil;14,22;1;14,22;0,05;13,51
L008106;V03616;3;978-340-363-8512-5;Autoayuda;17,7;1;17,7;0;17,7
L008107;V03616;4;978-870-872-3245-2;Ciencia y Tecnología;46,27;1;46,27;0;46,27
L008108;V03617;1;978-248-363-9178-7;Ficción;15,23;1;15,23;0;15,23
L008109;V03618;1;978-386-823-4471-8;Ciencia y Tecnología;26,5;1;26,5;0;26,5
L008110;V03618;2;978-777-506-4233-9;Idiomas;37,99;3;113,97;0;113,97
L008111;V03618;3;978-868-399-4031-1;Idiomas;38,15;3;114,45;0;114,45
L008112;V03619;1;978-438-705-7148-7;No Ficción;18,6;1;18,6;0,15;15,81
L008113;V03619;2;978-569-768-6454-9;Idiomas;20,94;1;20,94;0,1;18,85
L008114;V03619;3;978-624-888-4214-3;Cómics/Manga;17,54;3;52,62;0,05;49,99
L008115;V03620;1;978-855-642-2851-3;Autoayuda;16,71;1;16,71;0,05;15,87
L008116;V03620;2;978-468-789-1164-2;Historia;15,37;1;15,37;0;15,37
L008117;V03621;1;978-96-823-6017-9;Ciencia y Tecnología;27,67;2;55,34;0;55,34
L008118;V03622;1;978-475-288-8850-9;Infantil/Juvenil;10,81;1;10,81;0;10,81
L008119;V03622;2;978-747-791-9537-1;Economía/Negocios;22,59;1;22,59;0;22,59
L008120;V03623;1;978-281-712-1411-5;Ciencia y Tecnología;30,69;2;61,38;0;61,38
L008121;V03624;1;978-88-679-1470-3;Ciencia y Tecnología;24,94;2;49,88;0;49,88
L008122;V03625;1;978-324-633-2158-5;Ficción;14,8;2;29,6;0,1;26,64
L008123;V03625;2;978-161-532-2583-8;Historia;21,53;1;21,53;0,05;20,45
L008124;V03626;1;978-566-309-9977-5;Infantil/Juvenil;11,17;1;11,17;0;11,17
L008125;V03627;1;978-239-793-2478-9;Ficción;18,48;1;18,48;0;18,48
L008126;V03627;2;978-449-468-5538-4;Ciencia y Tecnología;34,94;1;34,94;0,1;31,45
L008127;V03627;3;978-799-642-3498-2;Autoayuda;15,63;1;15,63;0;15,63
L008128;V03628;1;978-626-527-5190-1;Infantil/Juvenil;13,97;1;13,97;0,05;13,27
